,CLAC3_NM,CLAC2_NM,CLAC1_NM,NUM_PD_C,NUM_CLNT_ID,NUM_CLSE_ID,NUM_BRA_NM,TOT_HITS,TOT_PROFIT,TOT_SALES,AVG_HITS,AVG_PROFIT,F,M,AGE10,AGE20,AGE30,AGE40,AGE50,AGE60,AGE70,AGE80,TOT_SESS_SEQ,TOT_PAGE_VIEW,TOT_SESS_HOUR,AVG_SESS_SEQ,AVG_PAGE_VIEW,AVG_SESS_HOUR,mobile,desktop,tablet,April,May,June,July,August,September,ZON_Daejeon,ZON_Busan,ZON_Gyeonggi-do,ZON_Seoul,ZON_Gyeongsangbuk-do,ZON_Jeollabuk-do,ZON_Chungcheongbuk-do,ZON_Gangwon-do,ZON_Chungcheongnam-do,ZON_Incheon,ZON_Daegu,ZON_Gwangju,ZON_Gyeongsangnam-do,ZON_Jeju-do,ZON_Jeollanam-do,ZON_Ulsan,CITY_Daejeon,CITY_Busan,CITY_Anyang,CITY_Seoul,CITY_Gumi-si,CITY_Buan-gun,CITY_Cheongju-si,CITY_Chuncheon-si,CITY_Cheonan-si,CITY_Incheon,CITY_Daegu,CITY_Wonju-si,CITY_Seongnam-si,CITY_Goyang-si,CITY_Gwangmyeong-si,CITY_Uijeongbu-si,CITY_Namyangju-si,CITY_Jeonju-si,CITY_Cheorwon-gun,CITY_Hwaseong-si,CITY_Gwangju,CITY_Gimhae-si,CITY_Tongyeong-si,CITY_Seogwipo-si,CITY_Ansan-si,CITY_Naju-si,CITY_Ulsan,CITY_Anseong,CITY_Gimcheon-si,CITY_Yongin-si,CITY_Namwon-si,CITY_Bucheon-si,CITY_Gunsan-si,CITY_Yeosu-si,CITY_Sacheon-si,CITY_Osan-si,CITY_Dangjin-si,CITY_Gunpo-si,CITY_Hanam-si,CITY_Gongju-si,CITY_Seocheon-gun,CITY_Yeongi-gun,CITY_Siheung-si,CITY_Paju-si,CITY_Yangsan-si,CITY_Gyeongju-si,CITY_Goseong-gun,CITY_Iksan,CITY_Yeongcheon-si,CITY_Suncheon-si,CITY_Pohang-si,CITY_Pyeongchang-gun,CITY_Suwon-si,CITY_Jincheon-gun,CITY_Nonsan-si,CITY_Mokpo-si,CITY_Muan-gun,CITY_Haman-gun,CITY_Geoje-si,CITY_Chilgok-gun,CITY_Hampyeong-gun,CITY_Gangneung-si,CITY_Ulleung-gun,CITY_Icheon-si,CITY_Chungju-si,CITY_Pyeongtaek-si,CITY_Taean-gun,CITY_Gwangju-si,CITY_Dongducheon-si,CITY_Gwangyang-si,CITY_Gimpo-si,CITY_Jeongeup-si,CITY_Hadong-gun,CITY_Uiwang-si,CITY_Jeju-si,CITY_Gyeongsan-si,CITY_Yeongju-si,CITY_Pocheon-si,CITY_Yangpyeong-gun,CITY_Donghae-si,CITY_Gwacheon-si,CITY_Uiseong-gun,CITY_Jinju-si,CITY_Yecheon-gun,CITY_Asan-si,CITY_Hwacheon-gun,CITY_Sangju-si,CITY_Seosan-si,CITY_Okcheon-gun,CITY_Gimje-si,CITY_Cheongwon-gun,CITY_Gangjin-gun,CITY_Eumseong-gun,CITY_Uljin-gun,CITY_Guri-si,CITY_Inje-gun,CITY_Boeun-gun,CITY_Andong,CITY_Boseong-gun,CITY_Yeongwol-gun,CITY_Buyeo-gun,CITY_Hongseong-gun,CITY_Hapcheon-gun,CITY_Jecheon-si,CITY_Damyang-gun,CITY_Goryeong-gun,CITY_Changnyeong-gun,CITY_Yeongyang-gun,CITY_Yeonggwang-gun,CITY_Uiryeong-gun,CITY_Samcheok-si,CITY_Namhae-gun,CITY_Jangheung-gun,CITY_Yeoncheon-gun,CITY_Mungyeong-si,CITY_Yangju-si,CITY_Jangseong-gun,CITY_Gochang-gun,CITY_Miryang-si,CITY_Boryeong-si,CITY_Yanggu-gun,CITY_Wando-gun,CITY_Jeongseon-gun,CITY_Imsil-gun,CITY_Danyang-gun,CITY_Haenam-gun,CITY_Geochang-gun,CITY_Bonghwa-gun,CITY_Sokcho-si,CITY_Muju-gun,CITY_Yeongam-gun,CITY_Yeoju-gun,CITY_Taebaek-si,CITY_Gokseong-gun,CITY_Yeongdong-gun,CITY_Jeungpyeong-gun,CITY_Hwasun-gun,CITY_Sinan-gun,CITY_Jangsu-gun,CITY_Hamyang-gun,CITY_Hongcheon-gun,CITY_Yesan-gun,CITY_Geumsan-gun,CITY_Wanju-gun,CITY_Jinan-gun,CITY_Gyeryong-si,CITY_Gapyeong-gun,CITY_Sunchang-gun,CITY_Cheongsong-gun,CITY_Seongju-gun,CITY_Goheung-gun,CITY_Yeongdeok-gun,CITY_Yangyang-gun,CITY_Sancheong-gun,CITY_Hoengseong-gun,CITY_Cheongdo-gun,CITY_Goesan-gun,CITY_Jindo-gun,CITY_Gurye-gun,CITY_Cheongyang-gun,CITY_(not set),CITY_Gunwi-gun,CITY_Masan
10,UHD,TV,영상/음향가전,147,448,524,9,33764,714588357,618,54.63,1156291.84,290.0,120.0,1.0,19.0,181.0,175.0,30.0,4.0,,,49626,50089.0,1072377.0,80.3,81.05,1735.24,462.0,156.0,,111.0,76.0,169.0,85.0,85.0,92.0,9.0,53.0,139.0,245.0,16.0,14.0,9.0,9.0,16.0,27.0,10.0,15.0,21.0,4.0,13.0,18.0,9.0,53.0,7.0,245.0,5.0,,5.0,1.0,3.0,27.0,10.0,1.0,16.0,12.0,4.0,7.0,6.0,3.0,1.0,8.0,15.0,4.0,1.0,,10.0,,18.0,,2.0,7.0,,8.0,2.0,2.0,,1.0,,,,2.0,,,5.0,4.0,4.0,,1.0,9.0,1.0,,3.0,1.0,2.0,,1.0,4.0,2.0,5.0,1.0,,,1.0,,1.0,,5.0,1.0,9.0,1.0,1.0,6.0,,,5.0,4.0,2.0,,2.0,,,,,2.0,,3.0,,,,,,1.0,,2.0,,12.0,1.0,,2.0,,,1.0,4.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,
11,가발/부분가발,미용소품,화장품/뷰티케어,72,199,219,6,16657,16355600,259,64.31,63149.03,198.0,18.0,,14.0,61.0,84.0,45.0,12.0,,,59603,22010.0,393703.0,230.13,84.98,1520.09,219.0,39.0,1.0,66.0,61.0,39.0,37.0,34.0,22.0,3.0,33.0,56.0,82.0,12.0,4.0,2.0,7.0,14.0,12.0,11.0,9.0,4.0,,1.0,9.0,3.0,33.0,1.0,82.0,2.0,,1.0,,3.0,12.0,11.0,,2.0,9.0,3.0,2.0,1.0,3.0,,7.0,9.0,2.0,,,1.0,,9.0,1.0,,5.0,,3.0,,,2.0,,3.0,1.0,,4.0,,1.0,1.0,,,1.0,,1.0,,,4.0,,5.0,,1.0,,,,,,,,,4.0,,3.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,7.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12,가습기,공기청정/가습/제습,생활/주방가전,93,324,350,45,22002,44327160,421,52.26,105290.17,275.0,50.0,2.0,52.0,178.0,78.0,12.0,3.0,,,47707,28395.0,551910.0,113.32,67.45,1310.95,335.0,83.0,3.0,103.0,88.0,55.0,28.0,33.0,114.0,11.0,34.0,71.0,202.0,8.0,4.0,3.0,2.0,21.0,14.0,21.0,6.0,14.0,1.0,6.0,3.0,11.0,34.0,6.0,202.0,,,2.0,,6.0,14.0,21.0,,13.0,3.0,3.0,1.0,5.0,1.0,,2.0,6.0,7.0,,,3.0,,3.0,,,5.0,,1.0,1.0,,,,10.0,1.0,1.0,1.0,,,6.0,3.0,1.0,2.0,,1.0,,4.0,4.0,,5.0,,,,,2.0,2.0,,,,,2.0,1.0,4.0,,1.0,,1.0,3.0,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,2.0,,,,,,,,
13,각티슈/미용티슈,화장지/티슈,세제/위생,119,1600,1797,13,143217,28583840,2375,60.3,12035.3,1416.0,199.0,,67.0,605.0,756.0,162.0,19.0,6.0,,555630,181415.0,3674692.0,233.95,76.39,1547.24,1681.0,686.0,8.0,373.0,402.0,367.0,478.0,453.0,302.0,57.0,250.0,393.0,975.0,86.0,61.0,25.0,53.0,45.0,55.0,101.0,67.0,116.0,5.0,60.0,26.0,57.0,250.0,23.0,975.0,12.0,2.0,8.0,9.0,9.0,55.0,101.0,14.0,43.0,58.0,11.0,8.0,16.0,38.0,,16.0,67.0,37.0,5.0,1.0,9.0,9.0,26.0,5.0,3.0,30.0,,24.0,4.0,17.0,2.0,5.0,3.0,9.0,7.0,9.0,3.0,1.0,1.0,20.0,21.0,18.0,1.0,10.0,5.0,10.0,25.0,1.0,35.0,,,13.0,3.0,20.0,7.0,,,10.0,,3.0,9.0,12.0,1.0,7.0,,1.0,18.0,1.0,,4.0,4.0,2.0,1.0,5.0,3.0,,3.0,,6.0,1.0,5.0,,1.0,7.0,,1.0,5.0,,1.0,,5.0,,,3.0,,13.0,2.0,2.0,1.0,1.0,,,,,,,1.0,16.0,,2.0,4.0,9.0,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,1.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,11.0,,,,,,1.0,2.0,,,,
14,감,국산과일,과일,6,10,11,2,1007,470500,12,83.92,39208.33,5.0,1.0,,,4.0,1.0,1.0,,,,2074,1147.0,37645.0,172.83,95.58,3137.08,6.0,6.0,,,,1.0,,,11.0,,1.0,6.0,2.0,,,,,,1.0,,,,,2.0,,,1.0,,2.0,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
15,거들,여성속옷,속옷/양말/홈웨어,465,1637,1823,54,203218,71570960,2557,79.48,27990.21,2003.0,131.0,1.0,126.0,764.0,1045.0,178.0,20.0,,,516755,250673.0,4444119.0,202.09,98.03,1738.02,2176.0,361.0,20.0,358.0,480.0,587.0,464.0,404.0,264.0,59.0,262.0,432.0,977.0,98.0,72.0,50.0,40.0,72.0,78.0,103.0,56.0,130.0,31.0,40.0,57.0,59.0,262.0,41.0,977.0,17.0,2.0,35.0,11.0,19.0,78.0,103.0,6.0,31.0,43.0,3.0,8.0,26.0,42.0,,25.0,56.0,59.0,1.0,9.0,22.0,1.0,57.0,3.0,3.0,40.0,5.0,18.0,13.0,5.0,1.0,4.0,4.0,8.0,8.0,8.0,,11.0,7.0,20.0,22.0,21.0,1.0,6.0,3.0,9.0,28.0,,45.0,,2.0,11.0,2.0,7.0,13.0,6.0,2.0,2.0,,5.0,4.0,14.0,,5.0,2.0,1.0,19.0,3.0,1.0,5.0,22.0,11.0,,,1.0,3.0,19.0,,12.0,1.0,10.0,1.0,1.0,6.0,,,5.0,2.0,1.0,1.0,5.0,,,4.0,,1.0,,5.0,,1.0,,1.0,1.0,,,,3.0,4.0,4.0,2.0,,2.0,,,6.0,,,,,,,,,,3.0,,1.0,,5.0,1.0,4.0,,,,1.0,3.0,2.0,5.0,1.0,,,1.0,1.0,,1.0,,,,2.0,,,,,1.0,,,,,
16,거실수예소품,수예소품,침구/수예,841,3419,3755,62,426686,87084410,6270,68.05,13889.06,4409.0,511.0,5.0,228.0,1998.0,2186.0,450.0,50.0,1.0,2.0,1279637,511587.0,10655120.0,204.09,81.59,1699.38,5030.0,1210.0,30.0,795.0,798.0,1233.0,919.0,827.0,1698.0,142.0,682.0,1254.0,2080.0,197.0,218.0,90.0,115.0,212.0,262.0,233.0,167.0,343.0,54.0,115.0,106.0,142.0,682.0,100.0,2080.0,23.0,6.0,37.0,24.0,50.0,262.0,233.0,26.0,99.0,140.0,18.0,69.0,63.0,117.0,7.0,66.0,167.0,124.0,6.0,17.0,52.0,12.0,106.0,20.0,5.0,69.0,3.0,72.0,33.0,43.0,14.0,19.0,6.0,26.0,12.0,46.0,1.0,29.0,36.0,32.0,37.0,37.0,2.0,38.0,5.0,23.0,47.0,3.0,141.0,15.0,1.0,6.0,4.0,52.0,27.0,16.0,,27.0,,7.0,13.0,40.0,2.0,38.0,7.0,9.0,64.0,8.0,1.0,11.0,37.0,23.0,6.0,4.0,3.0,9.0,8.0,,49.0,1.0,21.0,,10.0,26.0,,4.0,6.0,1.0,5.0,,21.0,5.0,,11.0,2.0,,5.0,9.0,1.0,6.0,,,,1.0,1.0,5.0,8.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,20.0,5.0,1.0,,,,5.0,7.0,3.0,1.0,3.0,3.0,,7.0,,,,3.0,1.0,,1.0,1.0,1.0,3.0,2.0,4.0,,4.0,2.0,,,2.0,,3.0,,,1.0,,,3.0,,2.0,,,
17,거실화/실내화,수예소품,침구/수예,235,1162,1307,44,185810,20245540,2541,73.12,7967.55,1770.0,237.0,1.0,175.0,660.0,949.0,185.0,29.0,8.0,,668494,238887.0,4445603.0,263.08,94.01,1749.55,2091.0,441.0,9.0,543.0,539.0,598.0,299.0,261.0,301.0,20.0,250.0,409.0,989.0,136.0,53.0,24.0,39.0,56.0,68.0,180.0,44.0,158.0,17.0,27.0,71.0,20.0,250.0,25.0,989.0,14.0,2.0,10.0,6.0,10.0,68.0,180.0,12.0,23.0,52.0,5.0,9.0,34.0,17.0,,12.0,44.0,49.0,19.0,9.0,20.0,2.0,71.0,2.0,3.0,50.0,5.0,17.0,13.0,3.0,5.0,2.0,2.0,4.0,11.0,15.0,,1.0,19.0,16.0,14.0,36.0,1.0,5.0,3.0,1.0,14.0,,23.0,3.0,2.0,7.0,1.0,19.0,18.0,21.0,,9.0,1.0,1.0,6.0,11.0,,5.0,,4.0,21.0,2.0,,7.0,8.0,8.0,6.0,2.0,5.0,2.0,2.0,1.0,17.0,3.0,9.0,,,4.0,,,,1.0,,,5.0,,,16.0,,1.0,,8.0,2.0,4.0,,2.0,,,,5.0,,,,2.0,,2.0,,,5.0,1.0,,,,,1.0,,,,6.0,,,5.0,,,,,1.0,,,4.0,1.0,1.0,2.0,8.0,,,17.0,1.0,,,3.0,5.0,2.0,,,2.0,,1.0,3.0,1.0,,1.0,
18,건강보조식품세트,건강보조식품,건강식품,7,35,36,5,2737,788500,62,44.15,12717.74,28.0,9.0,,,23.0,5.0,7.0,2.0,,,9991,4099.0,103878.0,161.15,66.11,1675.45,37.0,25.0,,21.0,11.0,19.0,1.0,6.0,4.0,,4.0,8.0,35.0,3.0,2.0,,1.0,,4.0,,,3.0,,1.0,1.0,,4.0,,35.0,,,,,,4.0,,1.0,2.0,1.0,,,,1.0,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,건조기,세탁기,냉장/세탁가전,79,679,785,12,63341,1437089598,928,68.26,1548587.93,528.0,143.0,,35.0,339.0,250.0,42.0,5.0,,,102553,94164.0,1776722.0,110.51,101.47,1914.57,767.0,156.0,5.0,200.0,210.0,201.0,142.0,98.0,77.0,14.0,72.0,214.0,384.0,18.0,14.0,15.0,8.0,20.0,45.0,34.0,15.0,42.0,12.0,11.0,10.0,14.0,72.0,8.0,384.0,4.0,,12.0,3.0,2.0,45.0,34.0,,21.0,58.0,,4.0,15.0,6.0,,5.0,15.0,10.0,1.0,3.0,10.0,3.0,10.0,5.0,1.0,10.0,,7.0,,1.0,,3.0,4.0,5.0,4.0,4.0,1.0,,8.0,6.0,11.0,1.0,,4.0,,1.0,6.0,2.0,17.0,,2.0,,,5.0,8.0,,,,,2.0,,5.0,1.0,2.0,3.0,3.0,4.0,4.0,,1.0,9.0,1.0,,2.0,1.0,,3.0,1.0,4.0,,1.0,,4.0,1.0,,,1.0,,1.0,,3.0,,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,1.0,,,,3.0,,,,,,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
20,계량도구,조리도구,주방잡화,65,297,320,26,26583,5079420,340,78.19,14939.47,258.0,27.0,,15.0,141.0,105.0,20.0,4.0,,,83278,32633.0,623976.0,244.94,95.98,1835.22,295.0,44.0,1.0,79.0,61.0,39.0,59.0,53.0,49.0,5.0,37.0,65.0,124.0,11.0,5.0,5.0,3.0,16.0,9.0,16.0,16.0,12.0,5.0,5.0,6.0,5.0,37.0,4.0,124.0,4.0,,4.0,1.0,6.0,9.0,16.0,,4.0,5.0,1.0,1.0,7.0,,,3.0,16.0,5.0,,2.0,6.0,,6.0,,,7.0,,1.0,1.0,,,,3.0,3.0,1.0,1.0,,,,4.0,2.0,1.0,,1.0,,3.0,,,7.0,,,2.0,,3.0,2.0,,,,,,1.0,1.0,,2.0,1.0,,2.0,,,1.0,3.0,2.0,,,1.0,1.0,,,,,4.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,
21,고데기,이미용가전,생활/주방가전,176,766,808,29,52061,50056870,836,62.27,59876.64,620.0,37.0,3.0,137.0,233.0,243.0,39.0,,2.0,,140218,65767.0,1171446.0,167.72,78.67,1401.25,666.0,166.0,4.0,212.0,148.0,134.0,113.0,120.0,109.0,19.0,95.0,138.0,336.0,19.0,21.0,16.0,18.0,18.0,24.0,24.0,18.0,43.0,11.0,14.0,22.0,19.0,95.0,10.0,336.0,3.0,2.0,8.0,7.0,,24.0,24.0,2.0,10.0,13.0,4.0,2.0,10.0,15.0,,6.0,18.0,13.0,5.0,6.0,7.0,,22.0,1.0,2.0,7.0,,5.0,2.0,3.0,3.0,,1.0,2.0,5.0,2.0,,5.0,4.0,5.0,7.0,1.0,1.0,,1.0,4.0,4.0,,12.0,,,3.0,1.0,2.0,1.0,,,3.0,,,6.0,12.0,,2.0,,,6.0,2.0,1.0,1.0,5.0,1.0,,1.0,2.0,1.0,,,8.0,,7.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,4.0,,,4.0,,,,,,1.0,,,,,,,2.0,,,,,2.0,,,,1.0,,,1.0,,,1.0,1.0,,,,,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,
22,고무장갑,주방정리용품/소모품,주방잡화,448,2030,2256,47,300278,21139820,4152,72.32,5091.48,2618.0,330.0,,122.0,1297.0,1214.0,274.0,37.0,4.0,,1109915,380283.0,7002128.0,267.32,91.59,1686.45,3239.0,900.0,13.0,473.0,719.0,901.0,817.0,710.0,532.0,147.0,476.0,706.0,1380.0,179.0,98.0,51.0,63.0,193.0,98.0,215.0,191.0,187.0,12.0,99.0,57.0,147.0,476.0,29.0,1380.0,17.0,,22.0,15.0,30.0,98.0,215.0,20.0,58.0,70.0,18.0,41.0,36.0,60.0,,43.0,191.0,59.0,4.0,1.0,36.0,20.0,57.0,7.0,4.0,59.0,2.0,27.0,7.0,13.0,2.0,11.0,9.0,11.0,10.0,79.0,2.0,21.0,19.0,12.0,20.0,13.0,1.0,17.0,18.0,39.0,14.0,1.0,94.0,5.0,2.0,11.0,,32.0,24.0,3.0,,6.0,,5.0,7.0,26.0,,5.0,4.0,,30.0,4.0,7.0,5.0,11.0,7.0,73.0,5.0,4.0,1.0,1.0,10.0,27.0,5.0,18.0,1.0,3.0,11.0,6.0,2.0,3.0,4.0,2.0,,5.0,2.0,,6.0,,2.0,,2.0,1.0,4.0,,,1.0,,1.0,2.0,3.0,,,,2.0,32.0,,,5.0,11.0,,,,,1.0,,2.0,3.0,4.0,,2.0,,1.0,1.0,,,1.0,3.0,,,1.0,2.0,,4.0,1.0,6.0,3.0,1.0,1.0,,2.0,,,1.0,5.0,,1.0,,2.0,,,,
23,고양이간식,고양이용품,원예/애완,1577,5782,9654,117,2227544,420011254,36292,61.38,11573.11,25356.0,2500.0,87.0,3082.0,10257.0,11740.0,2296.0,359.0,34.0,1.0,4805108,2712404.0,50442167.0,132.4,74.74,1389.9,28402.0,7690.0,200.0,5098.0,7132.0,7165.0,5662.0,6531.0,4704.0,545.0,3473.0,7171.0,15184.0,877.0,956.0,346.0,498.0,885.0,1392.0,1470.0,575.0,1787.0,245.0,369.0,519.0,545.0,3473.0,621.0,15184.0,243.0,66.0,216.0,166.0,352.0,1392.0,1470.0,160.0,701.0,1152.0,75.0,111.0,403.0,425.0,8.0,281.0,575.0,528.0,197.0,47.0,283.0,48.0,519.0,134.0,26.0,888.0,30.0,324.0,96.0,36.0,152.0,143.0,53.0,67.0,31.0,54.0,3.0,74.0,129.0,276.0,143.0,47.0,8.0,218.0,13.0,48.0,257.0,9.0,522.0,9.0,17.0,107.0,5.0,232.0,132.0,3.0,,37.0,,51.0,42.0,265.0,8.0,94.0,8.0,47.0,86.0,,5.0,82.0,184.0,78.0,52.0,14.0,18.0,30.0,12.0,,262.0,,122.0,4.0,76.0,78.0,8.0,7.0,19.0,2.0,7.0,4.0,88.0,,,30.0,1.0,37.0,,12.0,28.0,25.0,21.0,1.0,1.0,,,27.0,14.0,,1.0,,31.0,131.0,3.0,8.0,63.0,68.0,,11.0,2.0,2.0,4.0,7.0,9.0,,15.0,16.0,,138.0,2.0,2.0,7.0,8.0,24.0,5.0,,,2.0,25.0,13.0,67.0,17.0,6.0,43.0,4.0,1.0,2.0,1.0,4.0,1.0,,11.0,9.0,1.0,,,,14.0,,
24,고양이건강용품,고양이용품,원예/애완,40,106,121,15,12416,2344030,207,59.98,11323.82,171.0,12.0,2.0,11.0,48.0,77.0,43.0,2.0,,,37026,16244.0,286503.0,178.87,78.47,1384.07,186.0,21.0,,12.0,88.0,35.0,35.0,16.0,21.0,2.0,14.0,31.0,111.0,5.0,2.0,,1.0,6.0,16.0,3.0,2.0,9.0,,1.0,4.0,2.0,14.0,2.0,111.0,1.0,,,,,16.0,3.0,,5.0,5.0,,,8.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,4.0,,,2.0,,,,,,,,,2.0,4.0,,1.0,,1.0,1.0,,,,,1.0,4.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,고양이모래/배변용품,고양이용품,원예/애완,519,3620,5071,100,611288,272000970,11091,55.12,24524.48,8157.0,900.0,73.0,2169.0,3186.0,2811.0,736.0,76.0,6.0,,1086227,752533.0,13417982.0,97.94,67.85,1209.81,9142.0,1918.0,31.0,1316.0,2058.0,2202.0,2006.0,1703.0,1806.0,253.0,1093.0,1956.0,4418.0,199.0,251.0,211.0,147.0,278.0,449.0,487.0,202.0,594.0,116.0,225.0,212.0,253.0,1093.0,121.0,4418.0,54.0,5.0,92.0,54.0,104.0,449.0,487.0,39.0,129.0,252.0,15.0,51.0,212.0,147.0,3.0,70.0,202.0,214.0,23.0,43.0,118.0,14.0,212.0,48.0,1.0,194.0,,102.0,49.0,32.0,13.0,12.0,14.0,18.0,26.0,14.0,,27.0,72.0,75.0,85.0,16.0,,34.0,8.0,57.0,41.0,4.0,166.0,3.0,10.0,46.0,8.0,102.0,37.0,10.0,1.0,18.0,,22.0,25.0,66.0,1.0,33.0,2.0,9.0,21.0,6.0,7.0,17.0,73.0,23.0,1.0,17.0,6.0,5.0,6.0,,60.0,2.0,33.0,,2.0,42.0,13.0,7.0,28.0,12.0,15.0,5.0,40.0,,7.0,28.0,1.0,2.0,1.0,14.0,,19.0,1.0,,,,,,1.0,13.0,6.0,,,27.0,1.0,,23.0,9.0,3.0,2.0,,2.0,3.0,11.0,13.0,1.0,,,7.0,14.0,4.0,,5.0,1.0,,13.0,,4.0,11.0,3.0,3.0,,,3.0,4.0,1.0,,1.0,4.0,2.0,,,3.0,2.0,,,,,,2.0,
26,고양이목욕/위생용품,고양이용품,원예/애완,117,337,365,39,39467,5922960,507,77.84,11682.37,356.0,50.0,,50.0,163.0,152.0,34.0,6.0,1.0,,84205,46028.0,766686.0,166.08,90.79,1512.2,410.0,93.0,4.0,82.0,84.0,111.0,79.0,71.0,80.0,12.0,46.0,95.0,186.0,8.0,15.0,8.0,4.0,17.0,22.0,22.0,8.0,32.0,8.0,15.0,9.0,12.0,46.0,7.0,186.0,,,8.0,1.0,4.0,22.0,22.0,2.0,12.0,10.0,2.0,3.0,9.0,5.0,,6.0,8.0,10.0,2.0,1.0,4.0,3.0,9.0,,,7.0,,3.0,4.0,,3.0,1.0,1.0,,1.0,,,3.0,1.0,3.0,3.0,,,,,3.0,,,8.0,,,,,9.0,,3.0,,,,1.0,,1.0,,1.0,,3.0,3.0,4.0,,2.0,7.0,,2.0,2.0,2.0,1.0,,,2.0,,7.0,,1.0,,,,,,,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,3.0,,,3.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,
27,고양이사료,고양이용품,원예/애완,791,4193,6280,83,551501,381811620,8919,61.83,42808.79,6139.0,628.0,15.0,897.0,2449.0,2671.0,638.0,80.0,17.0,,1242580,727859.0,12643675.0,139.32,81.61,1417.61,6994.0,1868.0,57.0,1324.0,1529.0,1658.0,1412.0,1519.0,1477.0,435.0,875.0,1541.0,3554.0,159.0,181.0,157.0,120.0,214.0,387.0,303.0,172.0,449.0,73.0,144.0,155.0,435.0,875.0,93.0,3554.0,43.0,27.0,81.0,21.0,70.0,387.0,303.0,34.0,108.0,229.0,27.0,32.0,84.0,81.0,,76.0,172.0,158.0,27.0,8.0,82.0,12.0,155.0,34.0,8.0,127.0,,101.0,34.0,26.0,15.0,19.0,26.0,25.0,10.0,16.0,1.0,22.0,55.0,47.0,69.0,17.0,6.0,26.0,3.0,43.0,32.0,3.0,156.0,3.0,6.0,17.0,1.0,68.0,25.0,1.0,1.0,22.0,,25.0,21.0,39.0,6.0,35.0,4.0,6.0,32.0,4.0,,9.0,65.0,5.0,7.0,6.0,4.0,10.0,10.0,,47.0,2.0,23.0,,3.0,18.0,9.0,1.0,14.0,3.0,5.0,1.0,28.0,,2.0,14.0,1.0,1.0,3.0,2.0,,8.0,2.0,2.0,,,,,4.0,,3.0,,16.0,21.0,1.0,1.0,26.0,13.0,,3.0,1.0,1.0,,4.0,3.0,,11.0,2.0,,18.0,1.0,4.0,2.0,8.0,8.0,7.0,,6.0,6.0,8.0,,4.0,,,5.0,,,,1.0,2.0,4.0,,1.0,3.0,4.0,,1.0,,,,
